item_sk,item_id,a1,a2,a3,cate,brand
13674,32871,2,1,2,8,623
13675,32893,3,1,1,8,489
13676,32896,2,-1,-1,8,124
13677,32897,3,1,2,8,489
13678,3290,1,1,2,8,403
13679,32904,3,1,1,8,214
13680,32908,3,1,1,8,489
13681,32913,3,2,2,8,214
13682,32915,3,1,-1,8,214
13683,32930,1,1,1,8,800
13684,32942,3,1,-1,8,306
13685,32944,1,1,2,8,403
13686,32951,3,1,1,8,489
13687,32957,3,2,1,8,489
13688,3297,3,1,1,8,306
13689,32970,3,1,-1,8,214
13690,32971,1,1,1,8,800
13691,32972,1,-1,-1,8,658
13692,32974,2,2,2,8,812
13693,32976,2,1,-1,8,812
13694,32985,3,1,2,8,214
13695,32994,3,1,-1,8,489
13696,32997,3,1,2,8,489
13697,32998,3,-1,-1,8,214
13698,32999,3,2,2,8,214
13699,33000,3,1,1,8,489
13700,33006,1,1,-1,8,885
13701,3301,2,1,2,8,812
13702,33018,3,2,1,8,489
13703,3302,3,1,1,8,214
13704,33022,2,2,2,8,812
13705,33027,1,1,-1,8,545
13706,33037,3,-1,-1,8,214
13707,33045,3,1,2,8,306
13708,3306,3,-1,-1,8,214
13709,33066,2,2,1,8,124
13710,33067,3,2,2,8,489
13711,33072,2,1,2,8,623
13712,33078,3,-1,2,8,489
13713,3308,3,2,2,8,489
13714,33083,3,1,2,8,489
13715,33085,3,-1,2,8,489
13716,33086,3,-1,2,8,489
13717,3309,3,2,1,8,214
13718,33092,1,1,-1,8,545
13719,33095,3,2,1,8,489
13720,33098,3,2,-1,8,306
13721,331,2,-1,-1,8,623
13722,33104,2,2,2,8,124
13723,33113,-1,2,-1,8,244
13724,33126,3,1,1,8,214
13725,33138,3,1,2,8,571
13726,3314,3,-1,1,8,214
13727,33153,2,2,2,8,623
13728,33163,3,1,2,8,214
13729,33164,2,2,1,8,124
13730,33171,-1,1,2,8,283
13731,33172,-1,2,2,8,562
13732,3318,1,1,1,8,545
13733,33184,2,1,2,8,623
13734,33200,3,1,2,8,489
13735,33204,2,2,1,8,124
13736,33215,2,2,2,8,623
13737,33219,3,1,2,8,214
13738,33224,3,2,2,8,214
13739,33231,3,1,2,8,489
13740,33239,1,1,1,8,658
13741,33250,-1,-1,-1,8,665
13742,33254,2,2,2,8,674
13743,33257,3,1,2,8,489
13744,33263,1,-1,1,8,800
13745,33267,1,1,2,8,800
13746,33279,3,2,1,8,489
13747,33288,1,1,1,8,403
13748,33291,3,1,1,8,214
13749,33311,3,1,1,8,489
13750,33314,3,1,1,8,214
13751,3333,3,2,1,8,489
13752,33332,3,-1,1,8,489
13753,33335,3,2,2,8,214
13754,33349,3,2,2,8,489
13755,3335,3,2,2,8,489
13756,33362,3,1,2,8,489
13757,33376,3,2,2,8,489
13758,33390,3,-1,2,8,489
13759,33393,3,2,-1,8,214
13760,33407,3,2,2,8,214
13761,33427,3,2,2,8,489
13762,33431,3,1,2,8,489
13763,33432,3,1,2,8,571
13764,33433,3,1,2,8,214
13765,33445,3,1,2,8,489
13766,33446,3,1,2,8,214
13767,33449,2,-1,-1,8,623
13768,3345,-1,-1,1,8,857
13769,33450,3,1,2,8,214
13770,33455,2,1,2,8,812
13771,33460,3,1,1,8,489
13772,33466,3,1,-1,8,214
13773,33474,3,1,1,8,489
13774,33481,3,2,2,8,489
13775,33487,3,1,1,8,489
13776,33489,1,1,2,8,596
13777,335,2,2,2,8,635
13778,33513,3,1,-1,8,489
13779,33517,3,-1,1,8,214
13780,3353,3,2,1,8,489
13781,33571,2,1,2,8,101
13782,33585,3,1,1,8,214
13783,33599,3,-1,1,8,489
13784,336,3,1,-1,8,214
13785,33607,3,1,2,8,489
13786,33610,3,1,-1,8,489
13787,3362,1,1,1,8,885
13788,33630,2,1,2,8,655
13789,33644,2,1,2,8,812
13790,33669,3,2,1,8,306
13791,33674,3,1,2,8,214
13792,3368,3,-1,1,8,489
13793,33682,2,1,2,8,812
13794,33687,3,1,1,8,489
13795,3370,3,1,-1,8,489
13796,33701,-1,-1,1,8,622
13797,33705,3,2,1,8,214
13798,3371,3,2,-1,8,214
13799,33738,2,-1,-1,8,812
13800,3376,1,-1,-1,8,658
13801,33786,2,1,2,8,812
13802,33792,3,1,1,8,489
13803,33804,3,2,2,8,489
13804,33811,2,-1,-1,8,623
13805,3382,3,1,2,8,214
13806,33823,3,1,2,8,489
13807,33826,1,-1,-1,8,545
13808,33836,2,1,2,8,623
13809,33840,3,1,2,8,489
13810,33843,1,1,2,8,545
13811,33849,3,2,2,8,214
13812,33857,3,2,2,8,214
13813,33859,3,-1,1,8,214
13814,33873,2,1,2,8,635
13815,33884,3,1,2,8,489
13816,33909,3,-1,1,8,214
13817,33913,3,1,1,8,214
13818,33924,3,2,2,8,489
13819,33925,3,1,2,8,489
13820,33927,2,1,2,8,124
13821,33930,2,1,2,8,124
13822,33932,3,1,1,8,214
13823,33933,3,2,-1,8,214
13824,3394,2,1,2,8,124
13825,33940,1,-1,2,8,545
13826,33957,3,1,2,8,489
13827,33975,2,1,2,8,812
13828,33986,3,1,1,8,489
13829,33994,3,1,1,8,489
13830,340,3,1,2,8,489
13831,34006,1,-1,-1,8,800
13832,34011,-1,1,-1,8,244
13833,34017,2,1,2,8,623
13834,34018,2,1,1,8,812
13835,34019,3,2,1,8,489
13836,34060,3,1,2,8,306
13837,34066,3,2,2,8,214
13838,3407,3,2,2,8,214
13839,34072,1,-1,-1,8,30
13840,34074,1,-1,1,8,800
13841,34090,3,1,2,8,489
13842,34093,3,2,2,8,214
13843,34095,3,1,1,8,489
13844,34104,3,1,2,8,489
13845,34109,3,-1,-1,8,214
13846,34114,3,1,-1,8,489
13847,34124,3,2,2,8,214
13848,34128,3,1,-1,8,489
13849,34157,1,1,1,8,800
13850,34159,2,1,2,8,655
13851,34163,2,2,2,8,812
13852,34173,2,1,2,8,124
13853,34177,3,1,1,8,214
13854,34182,3,2,2,8,214
13855,34186,-1,-1,1,8,484
13856,34188,2,2,2,8,623
13857,34190,3,1,2,8,214
13858,34202,3,1,2,8,489
13859,34203,2,1,2,8,635
13860,34205,2,1,2,8,812
13861,34207,3,-1,-1,8,489
13862,34212,2,2,2,8,623
13863,34217,1,2,1,8,403
13864,34220,3,2,2,8,489
13865,34221,-1,1,1,8,766
13866,34237,3,-1,-1,8,489
13867,34239,2,-1,2,8,623
13868,34250,1,1,2,8,885
13869,34261,2,1,2,8,623
13870,34271,3,2,-1,8,489
13871,34276,1,1,2,8,545
13872,34278,1,1,1,8,30
13873,3428,3,1,2,8,489
13874,34289,3,2,2,8,214
13875,34295,-1,-1,-1,8,209
13876,34299,3,-1,1,8,214
13877,34304,3,1,1,8,489
13878,34311,1,1,2,8,545
13879,34314,1,1,2,8,545
13880,34320,1,-1,-1,8,545
13881,34322,3,1,1,8,214
13882,34346,3,2,2,8,489
13883,3435,2,1,2,8,812
13884,34356,2,-1,-1,8,623
13885,34357,3,-1,-1,8,214
13886,34363,3,2,2,8,214
13887,34381,3,1,2,8,489
13888,34391,3,1,1,8,489
13889,34403,-1,2,1,8,605
13890,34405,3,1,1,8,214
13891,34406,3,1,1,8,214
13892,34408,3,1,-1,8,306
13893,34440,3,-1,2,8,489
13894,34443,1,1,2,8,885
13895,34451,3,1,-1,8,306
13896,34456,3,1,1,8,489
13897,3446,1,2,1,8,30
13898,34466,2,1,2,8,623
13899,3447,2,2,2,8,623
13900,34470,2,2,2,8,623
13901,34478,1,2,1,8,328
13902,3448,1,-1,-1,8,885
13903,34481,3,2,2,8,489
13904,34487,3,1,2,8,306
13905,3449,1,1,2,8,693
13906,34495,-1,2,-1,8,244
13907,34498,3,1,2,8,214
13908,3450,3,-1,2,8,489
13909,34504,1,1,2,8,30
13910,34517,1,2,2,8,800
13911,34527,1,1,1,8,545
13912,3453,-1,2,2,8,159
13913,34537,3,-1,1,8,214
13914,34541,-1,2,-1,8,244
13915,34555,2,2,-1,8,124
13916,34580,2,1,1,8,124
13917,34586,3,1,2,8,214
13918,3459,-1,2,1,8,83
13919,34600,3,1,2,8,214
13920,34602,1,1,2,8,800
13921,34604,3,2,2,8,214
13922,34606,1,1,1,8,545
13923,34621,3,1,2,8,214
13924,34624,3,1,2,8,489
13925,34630,2,1,1,8,101
13926,34636,1,2,1,8,885
13927,34644,3,1,2,8,306
13928,34645,1,1,1,8,658
13929,34661,3,2,2,8,214
13930,34663,1,1,1,8,30
13931,34684,3,1,2,8,214
13932,34688,3,-1,-1,8,489
13933,34689,3,2,2,8,306
13934,34696,2,1,2,8,812
13935,34697,3,2,1,8,214
13936,34708,1,-1,-1,8,403
13937,34711,1,-1,-1,8,403
13938,34713,3,-1,-1,8,489
13939,34719,3,1,2,8,214
13940,34724,1,1,1,8,658
13941,34733,1,1,1,8,885
13942,34742,3,1,2,8,214
13943,34751,3,2,1,8,214
13944,34754,3,2,2,8,489
13945,34763,2,1,2,8,124
13946,34775,3,2,1,8,214
13947,34779,3,1,2,8,489
13948,34780,3,1,2,8,214
13949,34782,1,1,1,8,677
13950,34788,3,1,2,8,489
13951,3479,1,1,1,8,545
13952,34790,3,1,1,8,214
13953,34794,3,1,2,8,489
13954,3480,-1,-1,1,8,673
13955,34803,1,1,2,8,885
13956,34819,3,2,2,8,214
13957,34827,3,2,1,8,489
13958,34833,1,1,-1,8,545
13959,34836,2,1,2,8,124
13960,34842,3,2,1,8,489
13961,34859,3,2,1,8,214
13962,3486,2,1,1,8,124
13963,34865,-1,1,1,8,174
13964,34871,-1,-1,-1,8,244
13965,34873,3,2,2,8,306
13966,34877,3,2,1,8,214
13967,34882,3,-1,-1,8,489
13968,3489,2,1,2,8,812
13969,34893,3,2,1,8,214
13970,34895,3,1,2,8,489
13971,34897,3,1,2,8,214
13972,349,3,1,1,8,489
13973,34903,2,2,2,8,635
13974,34911,1,2,2,8,885
13975,34916,3,2,1,8,214
13976,34919,3,-1,1,8,489
13977,3492,3,1,2,8,214
13978,34927,3,-1,-1,8,214
13979,34929,3,1,1,8,214
13980,34933,3,2,2,8,489
13981,3494,2,2,2,8,124
13982,34940,3,1,2,8,571
13983,34945,-1,1,1,8,801
13984,34946,3,2,2,8,489
13985,34950,3,1,2,8,214
13986,34952,3,2,1,8,214
13987,3496,3,1,-1,8,214
13988,34962,3,2,2,8,214
13989,34967,3,1,2,8,214
13990,34968,3,1,1,8,214
13991,34985,3,1,2,8,489
13992,34986,3,1,1,8,489
13993,34998,-1,1,-1,8,244
13994,35002,3,1,2,8,489
13995,35015,3,1,1,8,489
13996,35028,3,1,1,8,489
13997,35045,2,1,2,8,623
13998,35052,2,1,-1,8,623
13999,35063,3,2,-1,8,214
14000,35074,1,2,1,8,545
14001,35079,2,1,2,8,812
14002,35084,2,1,1,8,124
14003,35127,3,1,1,8,214
14004,35128,3,1,2,8,489
14005,35139,3,1,2,8,489
14006,35145,-1,1,-1,8,244
14007,35151,2,2,2,8,623
14008,35152,-1,1,1,8,790
14009,35166,1,1,1,8,30
14010,35179,3,2,1,8,214
14011,35181,3,1,2,8,214
14012,35186,3,1,2,8,214
14013,35187,3,1,2,8,214
14014,3520,3,1,2,8,214
14015,35204,2,1,2,8,623
14016,35226,1,2,1,8,545
14017,3523,2,2,2,8,623
14018,35230,-1,1,1,8,766
14019,35239,1,2,1,8,658
14020,35240,3,1,2,8,489
14021,35242,3,2,-1,8,306
14022,35246,3,-1,1,8,489
14023,35247,2,1,2,8,124
14024,35249,1,2,-1,8,885
14025,35260,2,1,2,8,124
14026,35261,3,1,2,8,489
14027,35268,3,1,-1,8,214
14028,35270,-1,-1,1,8,90
14029,35278,3,2,2,8,489
14030,3528,2,1,2,8,812
14031,35285,3,2,1,8,489
14032,35287,2,-1,-1,8,124
14033,35290,1,1,2,8,800
14034,35294,3,2,2,8,214
14035,35301,1,-1,-1,8,30
14036,35307,-1,1,2,8,174
14037,35308,1,1,2,8,800
14038,35319,3,1,2,8,489
14039,35332,3,1,2,8,214
14040,35338,3,1,1,8,214
14041,35366,1,1,2,8,885
14042,35381,3,2,2,8,489
14043,35387,3,1,2,8,489
14044,35393,2,1,2,8,812
14045,35408,3,2,2,8,214
14046,35428,2,1,2,8,623
14047,35447,3,2,2,8,214
14048,35450,2,2,-1,8,812
14049,35453,3,2,1,8,214
14050,35461,3,1,2,8,214
14051,35471,1,1,1,8,885
14052,35482,2,1,2,8,124
14053,35491,3,2,1,8,489
14054,35493,1,1,1,8,30
14055,35494,-1,-1,1,8,622
14056,35501,3,2,2,8,214
14057,35503,3,1,2,8,489
14058,35504,2,1,2,8,623
14059,35509,1,2,1,8,30
14060,35515,3,1,1,8,489
14061,3552,3,2,2,8,214
14062,35521,3,1,-1,8,214
14063,35525,3,1,1,8,306
14064,35536,1,2,1,8,403
14065,35541,1,-1,2,8,403
14066,35552,3,1,1,8,489
14067,35553,3,1,2,8,489
14068,35556,3,2,-1,8,489
14069,35558,3,-1,1,8,214
14070,35561,3,1,2,8,571
14071,35574,3,1,2,8,489
14072,35578,3,1,-1,8,214
14073,35581,2,1,2,8,124
14074,35588,1,-1,1,8,800
14075,35589,1,1,2,8,545
14076,35593,3,1,2,8,489
14077,35597,1,1,-1,8,545
14078,35600,1,2,1,8,693
14079,35603,3,1,1,8,489
14080,35610,3,1,1,8,214
14081,35611,2,1,2,8,812
14082,35614,3,1,2,8,214
14083,35616,3,2,2,8,214
14084,35624,1,1,1,8,545
14085,35627,-1,2,2,8,562
14086,35629,2,-1,-1,8,124
14087,3563,3,2,2,8,571
14088,35654,3,1,1,8,214
14089,35657,2,1,2,8,101
14090,35659,3,1,1,8,214
14091,35662,3,1,-1,8,214
14092,35666,3,1,2,8,489
14093,35668,3,2,2,8,214
14094,35676,3,-1,-1,8,214
14095,35677,3,1,1,8,489
14096,35681,3,-1,2,8,489
14097,35688,3,2,2,8,214
14098,35697,3,2,2,8,489
14099,35701,3,-1,1,8,489
14100,35702,3,-1,-1,8,489
14101,35704,3,1,2,8,489
14102,35709,1,2,1,8,30
14103,35720,3,1,2,8,489
14104,35721,3,2,1,8,489
14105,35723,2,1,1,8,812
14106,35728,2,1,2,8,655
14107,35730,3,1,1,8,306
14108,35732,3,1,2,8,489
14109,35741,3,1,2,8,489
14110,35742,2,1,1,8,812
14111,35752,2,2,2,8,812
14112,35757,-1,-1,1,8,801
14113,35759,1,-1,-1,8,885
14114,35767,3,1,1,8,489
14115,35773,3,1,1,8,489
14116,35774,2,1,2,8,124
14117,35783,3,2,2,8,489
14118,35786,2,2,1,8,812
14119,35788,3,1,1,8,214
14120,35792,1,1,1,8,800
14121,35799,1,2,1,8,658
14122,35803,3,1,1,8,489
14123,35804,2,-1,-1,8,623
14124,35809,3,1,1,8,489
14125,35815,1,-1,2,8,30
14126,35816,1,1,1,8,403
14127,35831,3,1,-1,8,489
14128,35835,1,1,2,8,403
14129,3584,3,1,1,8,489
14130,35843,2,1,2,8,812
14131,35846,-1,-1,-1,8,875
14132,35849,3,1,2,8,489
14133,35862,2,1,-1,8,812
14134,35868,3,-1,2,8,214
14135,35873,3,2,1,8,489
14136,35876,3,1,2,8,214
14137,3588,3,2,1,8,306
14138,35885,3,1,2,8,214
14139,35889,1,2,1,8,677
14140,35897,3,1,1,8,489
14141,3590,1,1,2,8,885
14142,35902,2,1,2,8,655
14143,35904,3,-1,2,8,489
14144,3593,3,1,1,8,489
14145,35930,1,-1,1,8,800
14146,3595,3,2,2,8,489
14147,35964,3,2,-1,8,489
14148,35966,3,2,2,8,214
14149,35974,3,-1,-1,8,214
14150,35975,2,-1,2,8,812
14151,35976,3,2,-1,8,489
14152,35980,3,1,-1,8,489
14153,35984,3,2,2,8,214
14154,35985,3,-1,1,8,489
14155,35991,3,1,1,8,214
14156,360,3,1,2,8,489
14157,3600,3,2,-1,8,306
14158,36001,3,1,2,8,489
14159,36007,1,1,1,8,885
14160,36015,3,1,-1,8,489
14161,36016,2,1,-1,8,124
14162,3602,1,2,1,8,545
14163,36022,2,1,2,8,623
14164,36023,3,1,2,8,214
14165,36025,3,2,2,8,489
14166,3603,1,1,1,8,545
14167,36035,3,1,2,8,489
14168,3604,3,2,1,8,214
14169,36047,3,2,2,8,214
14170,36055,3,-1,1,8,571
14171,36060,3,1,2,8,214
14172,36076,3,1,2,8,214
14173,36080,-1,-1,1,8,211
14174,36085,3,1,1,8,214
14175,36086,3,2,-1,8,489
14176,36087,3,2,2,8,489
14177,36092,3,1,1,8,489
14178,36097,3,2,1,8,489
14179,36100,2,2,1,8,124
14180,36110,3,1,2,8,489
14181,36113,2,-1,-1,8,623
14182,36122,3,-1,1,8,214
14183,36129,1,-1,-1,8,30
14184,36131,1,-1,-1,8,545
14185,36138,3,1,1,8,214
14186,3614,3,1,2,8,214
14187,36146,3,2,2,8,489
14188,36170,3,1,2,8,214
14189,36171,3,1,2,8,214
14190,36172,3,1,2,8,214
14191,36178,3,2,1,8,489
14192,36186,3,2,1,8,214
14193,36187,-1,1,1,8,556
14194,36203,3,1,2,8,489
14195,36222,2,1,-1,8,623
14196,3623,3,1,2,8,214
14197,36240,3,1,2,8,489
14198,36241,3,1,2,8,214
14199,36244,3,1,-1,8,306
14200,36254,3,1,1,8,214
14201,36255,3,2,2,8,214
14202,36257,3,1,2,8,489
14203,36259,3,-1,2,8,489
14204,36261,3,2,1,8,214
14205,36263,2,2,2,8,812
14206,36264,1,1,1,8,885
14207,36266,3,-1,2,8,214
14208,36274,3,1,2,8,489
14209,3628,1,1,1,8,800
14210,36281,1,1,1,8,800
14211,36295,3,1,2,8,489
14212,36302,3,1,2,8,214
14213,36307,3,1,2,8,306
14214,36316,3,1,2,8,489
14215,36318,3,1,1,8,214
14216,36327,2,1,1,8,124
14217,36330,3,1,2,8,489
14218,36336,3,1,1,8,214
14219,36342,3,1,1,8,214
14220,36343,3,2,2,8,214
14221,36347,3,1,2,8,214
14222,3635,3,1,2,8,214
14223,3636,2,1,2,8,623
14224,36364,-1,1,1,8,766
14225,36371,3,1,2,8,214
14226,36379,3,1,2,8,214
14227,36386,1,-1,1,8,427
14228,36387,3,1,2,8,489
14229,36388,-1,-1,-1,8,321
14230,36403,1,2,1,8,693
14231,36412,1,1,1,8,885
14232,36423,1,2,1,8,545
14233,36428,3,2,2,8,489
14234,3643,-1,1,-1,8,801
14235,36431,3,1,2,8,489
14236,36439,2,-1,-1,8,623
14237,36449,1,1,1,8,800
14238,36455,3,1,2,8,489
14239,36464,3,2,1,8,214
14240,3647,2,1,2,8,124
14241,3648,3,1,1,8,214
14242,36480,3,-1,1,8,214
14243,36483,2,1,2,8,635
14244,3649,3,1,2,8,214
14245,36490,3,1,1,8,214
14246,36499,-1,1,1,8,321
14247,36512,3,2,2,8,214
14248,3652,2,1,2,8,124
14249,36523,3,2,2,8,214
14250,36536,-1,1,-1,8,225
14251,36539,3,1,2,8,489
14252,36543,1,-1,1,8,427
14253,36545,3,-1,-1,8,214
14254,3655,-1,-1,1,8,562
14255,36551,2,1,2,8,124
14256,36552,3,-1,2,8,571
14257,36573,3,1,2,8,489
14258,36581,2,1,1,8,635
14259,36585,1,1,1,8,427
14260,36590,3,1,1,8,306
14261,36592,2,2,2,8,124
14262,36593,1,2,2,8,30
14263,36600,3,1,2,8,214
14264,36619,3,-1,-1,8,489
14265,36625,3,1,2,8,489
14266,36626,2,1,2,8,623
14267,36627,3,1,1,8,214
14268,36631,1,1,1,8,800
14269,3664,3,1,2,8,489
14270,3665,-1,-1,1,8,48
14271,36654,3,1,2,8,489
14272,36655,3,1,2,8,489
14273,36657,3,2,1,8,214
14274,36685,3,2,2,8,214
14275,36686,2,2,2,8,124
14276,36689,2,1,2,8,623
14277,36694,2,2,2,8,124
14278,36696,3,2,1,8,214
14279,36711,-1,1,-1,8,225
14280,36721,1,1,1,8,658
14281,36731,2,1,2,8,124
14282,36732,1,2,2,8,885
14283,36733,3,1,2,8,489
14284,36735,3,-1,2,8,489
14285,36740,3,-1,2,8,214
14286,36743,2,1,2,8,623
14287,36748,1,1,1,8,427
14288,36753,3,1,1,8,214
14289,36758,3,-1,2,8,489
14290,36762,2,1,2,8,635
14291,36796,1,-1,2,8,403
14292,36805,2,1,2,8,124
14293,36829,1,1,2,8,30
14294,36836,3,1,2,8,214
14295,36837,3,1,2,8,214
14296,36839,1,-1,-1,8,658
14297,36842,3,-1,2,8,489
14298,36847,1,1,1,8,403
14299,36849,1,-1,1,8,403
14300,3685,2,2,1,8,674
14301,36850,1,1,1,8,693
14302,36869,3,1,2,8,489
14303,36870,2,-1,-1,8,623
14304,36888,3,-1,1,8,489
14305,36893,1,1,2,8,403
14306,36899,1,1,1,8,30
14307,369,3,1,1,8,214
14308,36901,3,1,1,8,214
14309,36913,3,2,1,8,214
14310,3692,2,1,2,8,623
14311,36930,3,2,1,8,489
14312,36937,3,2,2,8,489
14313,36944,3,2,2,8,214
14314,36949,3,-1,1,8,214
14315,36951,3,1,2,8,214
14316,36962,-1,-1,1,8,321
14317,36963,3,2,1,8,214
14318,36967,3,1,-1,8,214
14319,36968,2,1,-1,8,812
14320,3697,3,-1,-1,8,214
14321,36986,3,2,2,8,214
14322,36996,1,-1,1,8,800
14323,37,1,1,2,8,885
14324,37002,-1,2,-1,8,759
14325,37003,1,1,1,8,427
14326,37004,3,1,1,8,489
14327,37015,1,1,2,8,885
14328,37044,3,-1,1,8,489
14329,37048,3,2,2,8,489
14330,3705,-1,2,1,8,916
14331,37061,3,2,2,8,489
14332,37063,3,2,1,8,214
14333,37083,2,1,1,8,124
14334,37086,2,1,1,8,812
14335,37091,3,2,2,8,489
14336,37096,2,1,2,8,812
14337,37103,-1,-1,1,8,801
14338,37117,3,1,2,8,214
14339,3712,3,1,2,8,214
14340,37126,3,-1,-1,8,489
14341,3714,3,1,2,8,214
14342,37140,1,1,2,8,403
14343,37142,3,1,1,8,214
14344,37145,3,-1,2,8,214
14345,37149,1,2,1,8,30
14346,37151,3,2,1,8,214
14347,37154,-1,2,1,8,70
14348,37168,1,2,1,8,693
14349,37170,3,1,1,8,489
14350,37176,1,1,-1,8,658
14351,37182,1,1,1,8,30
14352,37186,2,-1,-1,8,124
14353,37187,3,-1,1,8,214
14354,3719,3,1,-1,8,489
14355,37190,2,2,1,8,124
14356,37204,3,1,2,8,214
14357,37205,3,-1,2,8,489
14358,37206,3,1,2,8,489
14359,37212,-1,2,1,8,673
14360,37216,-1,2,2,8,875
14361,37226,3,2,1,8,306
14362,37227,3,-1,1,8,489
14363,37241,3,1,2,8,214
14364,37242,3,1,1,8,214
14365,37247,3,2,2,8,489
14366,37254,1,1,2,8,800
14367,37255,1,-1,1,8,800
14368,37274,1,2,1,8,30
14369,37275,3,-1,1,8,214
14370,37278,2,1,2,8,812
14371,37279,1,1,2,8,427
14372,3729,3,-1,-1,8,214
14373,37307,3,2,1,8,214
14374,37314,3,1,1,8,214
14375,37331,3,2,2,8,489
14376,37334,1,1,-1,8,545
14377,37335,3,2,1,8,489
14378,37358,1,-1,-1,8,658
14379,37364,2,2,1,8,812
14380,37373,1,1,1,8,693
14381,37379,3,1,2,8,489
14382,37386,1,1,2,8,800
14383,3739,3,-1,1,8,489
14384,37390,3,2,1,8,214
14385,37397,3,-1,2,8,306
14386,3740,-1,2,1,8,88
14387,37404,2,1,2,8,124
14388,37406,3,1,2,8,489
14389,37450,2,1,2,8,623
14390,37458,3,1,-1,8,489
14391,37459,3,1,2,8,214
14392,37480,1,-1,-1,8,403
14393,37482,2,1,2,8,804
14394,37483,3,1,1,8,489
14395,37484,2,1,2,8,623
14396,37489,1,1,1,8,545
14397,37502,3,-1,1,8,489
14398,37507,3,1,2,8,489
14399,37509,3,1,1,8,489
14400,37511,1,-1,2,8,800
14401,37515,3,-1,-1,8,214
14402,37527,1,1,1,8,30
14403,37534,1,2,-1,8,545
14404,37541,3,1,-1,8,214
14405,37544,2,1,2,8,635
14406,37545,3,1,1,8,489
14407,37560,3,2,-1,8,214
14408,37562,3,1,2,8,489
14409,37571,3,1,2,8,214
14410,37581,1,1,2,8,403
14411,37584,3,1,2,8,489
14412,37601,3,2,1,8,489
14413,37609,3,1,2,8,489
14414,37613,3,1,1,8,489
14415,37614,2,-1,1,8,124
14416,3763,3,2,2,8,489
14417,37638,3,1,1,8,306
14418,37646,3,-1,1,8,489
14419,37659,3,1,-1,8,214
14420,3767,3,-1,2,8,489
14421,37679,3,1,2,8,306
14422,37682,1,-1,-1,8,693
14423,37696,3,1,2,8,489
14424,37700,2,1,1,8,812
14425,37701,1,1,2,8,800
14426,37703,3,1,1,8,214
14427,37719,3,2,2,8,214
14428,37725,1,1,1,8,30
14429,37735,2,1,2,8,124
14430,3774,3,-1,1,8,214
14431,37755,-1,-1,1,8,605
14432,37759,3,-1,2,8,214
14433,3777,3,1,-1,8,214
14434,37782,3,1,2,8,214
14435,37783,2,-1,-1,8,623
14436,37790,3,-1,-1,8,214
14437,37795,3,-1,1,8,489
14438,37802,2,2,-1,8,812
14439,37803,3,2,1,8,214
14440,37824,2,1,2,8,623
14441,37829,3,1,2,8,214
14442,3783,-1,1,1,8,766
14443,37837,3,1,2,8,214
14444,37840,-1,-1,1,8,209
14445,37852,2,2,2,8,623
14446,37854,3,2,2,8,214
14447,37869,1,2,-1,8,885
14448,37872,3,1,1,8,214
14449,37882,1,1,1,8,545
14450,37885,3,-1,1,8,489
14451,37890,2,2,2,8,623
14452,3790,3,1,2,8,214
14453,37902,2,-1,-1,8,124
14454,37906,1,1,1,8,30
14455,37907,3,1,2,8,214
14456,37912,3,2,2,8,214
14457,37923,2,2,2,8,812
14458,37924,3,1,2,8,214
14459,37931,2,1,2,8,623
14460,37932,3,1,-1,8,489
14461,37937,3,-1,-1,8,214
14462,37939,3,2,1,8,214
14463,37946,3,1,1,8,214
14464,37952,3,2,2,8,489
14465,37957,3,2,1,8,489
14466,37959,3,-1,1,8,489
14467,37961,2,-1,-1,8,623
14468,37963,1,-1,-1,8,800
14469,37987,2,1,1,8,812
14470,37989,1,-1,1,8,800
14471,37993,1,1,2,8,545
14472,37994,1,1,1,8,545
14473,37995,1,2,1,8,30
14474,38004,2,1,2,8,812
14475,38008,3,2,2,8,489
14476,3801,3,2,2,8,489
14477,38010,3,2,1,8,489
14478,38014,3,1,1,8,489
14479,38030,1,1,1,8,658
14480,38036,3,1,1,8,214
14481,38043,3,-1,2,8,214
14482,38044,3,2,1,8,214
14483,38051,3,2,2,8,489
14484,38053,3,1,2,8,214
14485,38075,1,-1,-1,8,885
14486,38081,3,1,1,8,306
14487,38088,3,1,-1,8,306
14488,38119,3,2,1,8,489
14489,38120,1,1,1,8,545
14490,38123,2,2,2,8,623
14491,38128,1,1,1,8,427
14492,38129,1,1,1,8,30
14493,3813,3,2,1,8,489
14494,38132,1,1,1,8,693
14495,38138,1,1,1,8,30
14496,38149,3,1,1,8,489
14497,38156,1,1,-1,8,545
14498,38167,3,1,2,8,489
14499,38170,1,-1,-1,8,30
14500,38177,-1,-1,-1,8,209
14501,38189,-1,-1,1,8,515
14502,38220,3,2,2,8,489
14503,38222,3,2,2,8,489
14504,38229,2,-1,-1,8,124
14505,38238,-1,-1,1,8,857
14506,38242,3,1,1,8,214
14507,38244,1,-1,2,8,545
14508,38249,3,1,2,8,214
14509,38250,3,-1,2,8,214
14510,38254,3,1,2,8,489
14511,38260,3,1,2,8,489
14512,38263,2,-1,-1,8,623
14513,38270,1,1,1,8,800
14514,38275,3,-1,-1,8,214
14515,38277,3,2,2,8,489
14516,38290,3,1,1,8,214
14517,38295,2,1,2,8,635
14518,38296,3,1,2,8,214
14519,38300,2,1,2,8,635
14520,3832,3,1,1,8,489
14521,38320,3,2,2,8,489
14522,38327,1,2,1,8,30
14523,38329,1,1,2,8,545
14524,38330,3,1,1,8,489
14525,38332,3,-1,2,8,214
